"","species","input","matched_name","SYNONYM","contributor","review_flag","match_code","match_sim","SPECIES_NR","VALID_NR"
"1","acianthera adirii","acianthera adirii","Acianthera adiri","Accepted","GBIF2026","CHECK_fuzzy",2,0.966666666666667,15255,15255
"2","acianthera angustipetala","acianthera angustipetala","Acianthera angustisepala","Accepted","ATRIUM2017; CUZ2025","CHECK_fuzzy",2,0.952564102564102,55,55
"3","acianthera calopedilo","acianthera calopedilo","Acianthera calopedilon","Accepted","GBIF2026","CHECK_fuzzy",2,0.981818181818182,3227,3227
"4","acianthera klotzcheana","acianthera klotzcheana","Acianthera klotzschiana","Accepted","GBIF2026","CHECK_fuzzy",2,0.948484848484848,15615,15615
"5","acianthera sonderana","acianthera sonderana","Acianthera sonderiana","Accepted","GBIF2026","CHECK_fuzzy",2,0.98,15888,15888
"6","adelobotrys boissierianus","adelobotrys boissierianus","Adelobotrys boissieriana","Accepted","INABIOEC","CHECK_fuzzy",2,0.952564102564102,16044,16044
"7","adelobotrys linearifolius","adelobotrys linearifolius","Adelobotrys linearifolia","Accepted","HUA2025","CHECK_fuzzy",2,0.952564102564102,16054,16054
"8","adelobotrys marginatus","adelobotrys marginatus","Adelobotrys marginata","Accepted","HUA2025","CHECK_fuzzy",2,0.937777777777778,16057,16057
"9","adelobotrys rotundifolia","adelobotrys rotundifolia","Adelobotrys rotundifolius","Accepted","GUYN2008","CHECK_fuzzy",2,0.952564102564102,16063,16063
"10","adelobotrys spruceanus","adelobotrys spruceanus","Adelobotrys spruceana","Accepted","HUA2025","CHECK_fuzzy",2,0.937777777777778,16070,16070
"11","adiantum teratophyllum","adiantum teratophyllum","Adiantum tetraphyllum","Accepted","INABIOEC","CHECK_fuzzy",2,0.946153846153846,16107,16107
"12","aechmea aripoensis","aechmea aripoensis","Aechmea aripensis","Accepted","GBIF2026","CHECK_fuzzy",2,0.98,1923,1923
"13","aechmea brachystachya","aechmea brachystachya","Aechmea brachystachys","Accepted","INABIOEC","CHECK_fuzzy",2,0.969230769230769,16178,16178
"14","aechmea brevicolis","aechmea brevicolis","Aechmea brevicollis","Accepted","GUYN2008","CHECK_fuzzy",2,0.981818181818182,16197,16197
"15","aechmea correia-araujoi","aechmea correia-araujoi","Aechmea correia-arauji","Accepted","AssisI; GBIF2026; SEL2021","CHECK_fuzzy",2,0.986666666666667,16270,16270
"16","aechmea correiaaraujoi","aechmea correiaaraujoi","Aechmea correia-arauji","Accepted","ZizkaA","CHECK_fuzzy",2,0.971428571428571,16270,16270
"17","aechmea disticantha","aechmea disticantha","Aechmea distichantha","Accepted","GBIF2026","CHECK_fuzzy",2,0.946969696969697,16294,16294
"18","aechmea lamarckei","aechmea lamarckei","Aechmea lamarchei","Accepted","GBIF2026","CHECK_fuzzy",2,0.955555555555556,251,251
"19","aechmea leonardkentiana","aechmea leonardkentiana","Aechmea leonard-kentiana","Accepted","ZizkaA","CHECK_fuzzy",2,0.9875,16441,16441
"20","aechmea luddemanniana","aechmea luddemanniana","Aechmea lueddemanniana","Accepted","GBIF2026","CHECK_fuzzy",2,0.96043956043956,16455,16455
"21","aechmea lueddemaniana","aechmea lueddemaniana","Aechmea lueddemanniana","Accepted","CR2024","CHECK_fuzzy",2,0.962637362637362,16455,16455
"22","aechmea mariaereginae","aechmea mariaereginae","Aechmea mariae-reginae","Accepted","ZizkaA","CHECK_fuzzy",2,0.985714285714286,16486,16486
"23","aechmea matudai","aechmea matudai","Aechmea matudae","Accepted","HEM2025","CHECK_fuzzy",2,0.942857142857143,16495,16495
"24","aechmea melionii","aechmea melionii","Aechmea melinonii","Accepted","literature2021","CHECK_fuzzy",2,0.952777777777778,16499,16499
"25","aechmea polystachya","aechmea polystachya","Aechmea polystachia var. excavata","Synonym","BA2025; GBIF2026","CHECK_fuzzy",2,0.963636363636364,16297,16294
"26","aechmea robertoanselmoi","aechmea robertoanselmoi","Aechmea roberto-anselmoi","Accepted","ZizkaA","CHECK_fuzzy",2,0.9875,16653,16653
"27","aechmea robertoseidelii","aechmea robertoseidelii","Aechmea roberto-seidelii","Accepted","ZizkaA","CHECK_fuzzy",2,0.9875,16655,16655
"28","aechmea rodrigueziana","aechmea rodrigueziana","Aechmea rodriguesiana","Accepted","GBIF2026","CHECK_fuzzy",2,0.969230769230769,16660,16660
"29","aechmea tillandsiodes","aechmea tillandsiodes","Aechmea tillandsioides","Accepted","literature2021","CHECK_fuzzy",2,0.985714285714286,16724,16724
"30","aerangis collumcygni","aerangis collumcygni","Aerangis collum-cygni","Accepted","SEL2021","CHECK_fuzzy",2,0.983333333333333,16861,16861
"31","ananthacorus angustifolia","ananthacorus angustifolia","Ananthacorus angustifolius","Accepted","ATRIUM2017","CHECK_fuzzy",2,0.952564102564102,551,551
"32","andinia monstis-rotundi","andinia monstis-rotundi","Andinia montis-rotundi","Accepted","CAUP2023","CHECK_fuzzy",2,0.959444444444444,10770,10770
"33","andinia spilaris","andinia spilaris","Andinia spiralis","Accepted","CPUN2025","CHECK_fuzzy",2,0.970833333333333,81660,81660
"34","andreettaea rojohniae","andreettaea rojohniae","Andreettaea rojohnii","Accepted","GBIF2026","CHECK_fuzzy",2,0.930555555555556,80719,80719
"35","anthurium abelaezii","anthurium abelaezii","Anthurium arbelaezii","Accepted","GBIF2026","CHECK_fuzzy",2,0.97,684,684
"36","anthurium altissimum","anthurium altissimum","Anthurium latissimum","Accepted","GBIF2026","CHECK_fuzzy",2,0.966666666666667,20160,20160
"37","anthurium angusticalom","anthurium angusticalom","Anthurium angustilobum","Accepted","GBIF2026","CHECK_fuzzy",2,0.933333333333333,19537,19537
"38","anthurium attenuatifolium","anthurium attenuatifolium","Anthurium attenuatum","Synonym","GBIF2026","CHECK_fuzzy",2,0.933333333333333,19798,19793
"39","anthurium benavidesae","anthurium benavidesae","Anthurium benavidesiae","Accepted","GBIF2026","CHECK_fuzzy",2,0.983333333333333,19594,19594
"40","anthurium binotii","anthurium binotii","Anthurium binoti","Accepted","GBIF2026; INABIOEC","CHECK_fuzzy",2,0.971428571428571,19605,19605
"41","anthurium carmenense","anthurium carmenense","Anthurium armeniense","Accepted","GBIF2026","CHECK_fuzzy",2,0.933333333333333,19557,19557
"42","anthurium chiriacoense","anthurium chiriacoense","Anthurium chacoense","Accepted","GBIF2026","CHECK_fuzzy",2,0.933333333333333,19695,19695
"43","anthurium clavigerun","anthurium clavigerun","Anthurium clavigerum","Accepted","GUYN2008","CHECK_fuzzy",2,0.96,691,691
"44","anthurium coipaense","anthurium coipaense","Anthurium coripatense","Accepted","GBIF2026","CHECK_fuzzy",2,0.951515151515152,19775,19775
"45","anthurium epunctatum","anthurium epunctatum","Anthurium punctatum","Synonym","GBIF2026; INABIOEC","CHECK_fuzzy",2,0.966666666666667,20555,20554
"46","anthurium flexible","anthurium flexible","Anthurium flexile","Accepted","literature2021","CHECK_fuzzy",2,0.975,19904,19904
"47","anthurium fortunense","anthurium fortunense","Anthurium fortinense","Synonym","GBIF2026","CHECK_fuzzy",2,0.96,86726,86724
"48","anthurium friedrichii","anthurium friedrichii","Anthurium friedrichsthalii","Accepted","GBIF2026","CHECK_fuzzy",2,0.9375,19919,19919
"49","anthurium friedrichsthalli","anthurium friedrichsthalli","Anthurium friedrichsthalii","Accepted","literature2021","CHECK_fuzzy",2,0.975,19919,19919
"50","anthurium friedrichsthallii","anthurium friedrichsthallii","Anthurium friedrichsthalii","Accepted","literature2021","CHECK_fuzzy",2,0.988235294117647,19919,19919
"51","anthurium grubbi","anthurium grubbi","Anthurium grubbii","Accepted","literature2021","CHECK_fuzzy",2,0.971428571428571,88944,88944
"52","anthurium gustavii","anthurium gustavii","Anthurium gustavi","Accepted","GBIF2026; INABIOEC; JimenezA","CHECK_fuzzy",2,0.975,20002,20002
"53","anthurium holmnielsenii","anthurium holmnielsenii","Anthurium holm-nielsenii","Accepted","INABIOEC","CHECK_fuzzy",2,0.985714285714286,20044,20044
"54","anthurium hooveri","anthurium hooveri","Anthurium hookeri","Accepted","GBIF2026; INABIOEC","CHECK_fuzzy",2,0.933333333333333,20046,20046
"55","anthurium huacoense","anthurium huacoense","Anthurium huacamayoense","Accepted","GBIF2026","CHECK_fuzzy",2,0.938461538461538,20057,20057
"56","anthurium hutchinsonii","anthurium hutchinsonii","Anthurium hutchisonii","Accepted","SEL2021","CHECK_fuzzy",2,0.956060606060606,20069,20069
"57","anthurium incomtum","anthurium incomtum","Anthurium incomptum","Accepted","literature2024","CHECK_fuzzy",2,0.977777777777778,20080,20080
"58","anthurium lamanense","anthurium lamanense","Anthurium laminense","Accepted","GBIF2026","CHECK_fuzzy",2,0.948148148148148,20149,20149
"59","anthurium lennardii","anthurium lennardii","Anthurium lennartii","Accepted","literature2021","CHECK_fuzzy",2,0.955555555555556,20164,20164
"60","anthurium lievensii","anthurium lievensii","Anthurium lievenii","Accepted","GBIF2026","CHECK_fuzzy",2,0.977777777777778,20173,20173
"61","anthurium llewelynii","anthurium llewelynii","Anthurium llewellynii","Accepted","SEL2021","CHECK_fuzzy",2,0.981818181818182,20192,20192
"62","anthurium macleanii","anthurium macleanii","Anthurium macleani","Accepted","AMAZ2024; ATRIUM2017; CUZ2025; GBIF2026; HUA2025; INABIOEC; LPB2024; ZuluagaA","CHECK_fuzzy",2,0.977777777777778,20241,20241
"63","anthurium martinellii","anthurium martinellii","Anthurium martinezii","Synonym","GBIF2026","CHECK_fuzzy",2,0.943636363636364,20870,20867
"64","anthurium mendozae","anthurium mendozae","Anthurium mendoncae","Synonym","GBIF2026; HUA2025","CHECK_fuzzy",2,0.930555555555556,20495,20493
"65","anthurium mongonense","anthurium mongonense","Anthurium monzonense","Accepted","GBIF2026","CHECK_fuzzy",2,0.953333333333333,20328,20328
"66","anthurium mourai","anthurium mourai","Anthurium mourae","Accepted","GBIF2026","CHECK_fuzzy",2,0.933333333333333,20334,20334
"67","anthurium nymphaefolium","anthurium nymphaefolium","Anthurium nymphaeaefolium var. ornatum","Synonym","GBIF2026","CHECK_fuzzy",2,0.973333333333333,20388,20381
"68","anthurium oerstedianum","anthurium oerstedianum","Anthurium oerstedtianum","Accepted","CR2024; GBIF2026","CHECK_fuzzy",2,0.984615384615385,20408,20408
"69","anthurium pallidifibrum","anthurium pallidifibrum","Anthurium pallidiflorum","Accepted","GBIF2026","CHECK_fuzzy",2,0.938461538461538,20461,20461
"70","anthurium pastazanum","anthurium pastazanum","Anthurium pastasanum","Accepted","GBIF2026","CHECK_fuzzy",2,0.96,20498,20498
"71","anthurium penthaphyllum","anthurium penthaphyllum","Anthurium pentaphyllum","Synonym","literature2021","CHECK_fuzzy",2,0.959615384615385,733,729
"72","anthurium pitteri","anthurium pitteri","Anthurium pittieri","Accepted","literature2021","CHECK_fuzzy",2,0.932142857142857,20537,20537
"73","anthurium piurensis","anthurium piurensis","Anthurium piurense","Accepted","GBIF2026","CHECK_fuzzy",2,0.930555555555556,20538,20538
"74","anthurium prolongatum","anthurium prolongatum","Anthurium prolatum","Accepted","INABIOEC","CHECK_fuzzy",2,0.945454545454546,20568,20568
"75","anthurium quayaguilense","anthurium quayaguilense","Anthurium guayaquilense","Accepted","literature2024","CHECK_fuzzy",2,0.974358974358974,20000,20000
"76","anthurium ratonense","anthurium ratonense","Anthurium ramonense","Accepted","GBIF2026","CHECK_fuzzy",2,0.940740740740741,20609,20609
"77","anthurium ravenni","anthurium ravenni","Anthurium ravenii","Accepted","ICESI2024","CHECK_fuzzy",2,0.942857142857143,20616,20616
"78","anthurium rioacimensis","anthurium rioacimensis","Anthurium rioacimense","Accepted","GBIF2026","CHECK_fuzzy",2,0.948484848484848,20639,20639
"79","anthurium sagitttum","anthurium sagitttum","Anthurium sagittatum","Accepted","AMAZ2024","CHECK_fuzzy",2,0.98,736,736
"80","anthurium salviniae","anthurium salviniae","Anthurium salvinii","Accepted","CR2024; GBIF2026; literature2021","CHECK_fuzzy",2,0.930555555555556,20673,20673
"81","anthurium santaritensis","anthurium santaritensis","Anthurium santaritense","Accepted","ZuluagaA","CHECK_fuzzy",2,0.952564102564102,14055,14055
"82","anthurium schlechtendallii","anthurium schlechtendallii","Anthurium schlechtendalii","Accepted","literature2021","CHECK_fuzzy",2,0.9875,750,750
"83","anthurium silvicolum","anthurium silvicolum","Anthurium silvicola","Accepted","HUA2025","CHECK_fuzzy",2,0.937777777777778,20751,20751
"84","anthurium sknappiae","anthurium sknappiae","Anthurium knappiae","Accepted","GBIF2026","CHECK_fuzzy",2,0.962962962962963,20139,20139
"85","anthurium terracolum","anthurium terracolum","Anthurium terracola","Accepted","HUA2025; INABIOEC; SEL2021","CHECK_fuzzy",2,0.937777777777778,757,757
"86","anthurium toasae","anthurium toasae","Anthurium tomasiae","Accepted","GBIF2026; HUA2025; INABIOEC","CHECK_fuzzy",2,0.933333333333333,20839,20839
"87","anthurium truncicolum","anthurium truncicolum","Anthurium truncicola","Accepted","HUA2025; literature2021","CHECK_fuzzy",2,0.943636363636364,20867,20867
"88","anthurium uasadiense","anthurium uasadiense","Anthurium uasadiensis","Accepted","GBIF2026","CHECK_fuzzy",2,0.943636363636364,20877,20877
"89","anthurium yatuense","anthurium yatuense","Anthurium yatacuense","Accepted","GBIF2026","CHECK_fuzzy",2,0.953333333333333,20946,20946
"90","anthurium zuloagae","anthurium zuloagae","Anthurium zuluagae","Accepted","GBIF2026","CHECK_fuzzy",2,0.941666666666667,766,766
"91","anthurium zuluagai","anthurium zuluagai","Anthurium zuluagae","Accepted","HUA2025","CHECK_fuzzy",2,0.95,766,766
"92","antrophyum urbani","antrophyum urbani","Antrophyum urbanii","Synonym","GBIF2026","CHECK_fuzzy",2,0.971428571428571,68264,68263
"93","ascogrammitis columbiensis","ascogrammitis columbiensis","Ascogrammitis colombiensis","Synonym","KesslerM","CHECK_fuzzy",2,0.961111111111111,21310,21309
"94","asplenium arcanum","asplenium arcanum","Asplenium africanum","Accepted","GBIF2026","CHECK_fuzzy",2,0.933333333333333,21385,21385
"95","asplenium barbadense","asplenium barbadense","Asplenium barbaense","Accepted","GBIF2026","CHECK_fuzzy",2,0.98,21448,21448
"96","asplenium concinnum","asplenium concinnum","Asplenium concisum","Synonym","INABIOEC","CHECK_fuzzy",2,0.930555555555556,81783,81782
"97","asplenium cuspidata","asplenium cuspidata","Asplenium cuspidatum","Accepted","ATRIUM2017","CHECK_fuzzy",2,0.937777777777778,931,931
"98","asplenium dalhousiae","asplenium dalhousiae","Asplenium dalhousieae","Accepted","GBIF2026","CHECK_fuzzy",2,0.961818181818182,81775,81775
"99","asplenium dentatum","asplenium dentatum","Asplenium bidentatum","Synonym","GBIF2026; HEM2025; JimenezDA","CHECK_fuzzy",2,0.933333333333333,21432,21427
"100","asplenium foeniculatum","asplenium foeniculatum","Asplenium foeniculaceum","Synonym","literature2021","CHECK_fuzzy",2,0.952564102564102,21929,21917
"101","asplenium fragans","asplenium fragans","Asplenium fragrans var. mexicanum","Synonym","literature2021","CHECK_fuzzy",2,0.975,939,931
"102","asplenium heterochroum","asplenium heterochroum","Asplenium heterocarpum","Synonym","GBIF2026; JimenezDA","CHECK_fuzzy",2,0.933333333333333,11931,11929
"103","asplenium inaequale","asplenium inaequale","Asplenium inaequalidens","Synonym","GBIF2026","CHECK_fuzzy",2,0.938461538461538,15777,15774
"104","asplenium indusiatum","asplenium indusiatum","Asplenium induratum","Synonym","GBIF2026","CHECK_fuzzy",2,0.937777777777778,22144,22141
"105","asplenium junglandifolium","asplenium junglandifolium","Asplenium juglandifolium","Accepted","literature2024","CHECK_fuzzy",2,0.944126984126984,22009,22009
"106","asplenium longicaudatum","asplenium longicaudatum","Asplenium longicauda","Accepted","GBIF2026; INABIOEC","CHECK_fuzzy",2,0.953846153846154,22032,22032
"107","asplenium macrodictyon","asplenium macrodictyon","Asplenium macrodon","Synonym","INABIOEC","CHECK_fuzzy",2,0.933333333333333,22211,22206
"108","asplenium preamorsum","asplenium preamorsum","Asplenium praemorsum","Accepted","EBUM2024","CHECK_fuzzy",2,0.973333333333333,22193,22193
"109","asplenium sessifolium","asplenium sessifolium","Asplenium sessilifolium","Accepted","literature2021","CHECK_fuzzy",2,0.932867132867133,14819,14819
"110","asplenium stubelianum","asplenium stubelianum","Asplenium stuebelianum","Accepted","GBIF2026","CHECK_fuzzy",2,0.959343434343434,80798,80798
"111","asplenium tricholepsis","asplenium tricholepsis","Asplenium tricholepis","Accepted","literature2021","CHECK_fuzzy",2,0.965151515151515,22357,22357
"112","asplenium trilobatum","asplenium trilobatum","Asplenium trilobum","Accepted","GBIF2026","CHECK_fuzzy",2,0.96,81873,81873
"113","asplenium wagneri","asplenium wagneri","Asplenium wageneri","Synonym","GBIF2026","CHECK_fuzzy",2,0.9375,86172,86168
"114","balmea stormiae","balmea stormiae","Balmea stormae","Accepted","GBIF2026; JimenezDA","CHECK_fuzzy",2,0.975,81878,81878
"115","baptistonia albinoi","baptistonia albinoi","Baptistonia albini","Synonym","GBIF2026","CHECK_fuzzy",2,0.971428571428571,47434,47433
"116","baptistonia riograndensis","baptistonia riograndensis","Baptistonia riograndense","Synonym","GBIF2026","CHECK_fuzzy",2,0.952564102564102,47817,47815
"117","barbosella cucullate","barbosella cucullate","Barbosella cucullata","Accepted","literature2021","CHECK_fuzzy",2,0.955555555555556,14822,14822
"118","batemannia leferentzii","batemannia leferentzii","Batemannia leferenzii","Accepted","literature2021","CHECK_fuzzy",2,0.981818181818182,14834,14834
"119","beclardia macrostachya","beclardia macrostachya","Beclardia macrostachys","Accepted","ATRIUM2017; CUZ2025; GBIF2026; SEL2021","CHECK_fuzzy",2,0.966666666666667,22767,22767
"120","begonia caroliniifolia","begonia caroliniifolia","Begonia carolineifolia","Accepted","GBIF2026; JimenezDA","CHECK_fuzzy",2,0.940659340659341,16491,16491
"121","begonia cuatrecasana","begonia cuatrecasana","Begonia cuatrecasasiana","Accepted","GBIF2026","CHECK_fuzzy",2,0.943333333333333,1048,1048
"122","begonia elata","begonia elata","Begonia velata","Accepted","GBIF2026","CHECK_fuzzy",2,0.944444444444444,81880,81880
"123","begonia heracliifolia","begonia heracliifolia","Begonia heracleifolia","Accepted","GBIF2026","CHECK_fuzzy",2,0.935897435897436,22874,22874
"124","begonia hirta","begonia hirta","Begonia hirsuta","Accepted","GBIF2026","CHECK_fuzzy",2,0.933333333333333,22906,22906
"125","begonia mamedeana","begonia mamedeana","Begonia mameiana","Synonym","GBIF2026","CHECK_fuzzy",2,0.930555555555556,22915,22906
"126","begonia microphylla","begonia microphylla","Begonia macrophylla","Synonym","GBIF2026","CHECK_fuzzy",2,0.945454545454546,22955,22950
"127","begonia vellozoana","begonia vellozoana","Begonia velloziana","Synonym","GBIF2026","CHECK_fuzzy",2,0.96,1053,1049
"128","billbergia alfonsijoannis","billbergia alfonsijoannis","Billbergia alfonsi-joannis","Accepted","literature2024","CHECK_fuzzy",2,0.986666666666667,23209,23209
"129","blakea cuatrecasasii","blakea cuatrecasasii","Blakea cuatrecasii","Accepted","GBIF2026; HUA2025; JimenezA","CHECK_fuzzy",2,0.969230769230769,23431,23431
"130","blakea dodsonorum","blakea dodsonorum","Blakea dodsoniorum","Accepted","GBIF2026; INABIOEC","CHECK_fuzzy",2,0.981818181818182,74973,74973
"131","blakea sessilifolia","blakea sessilifolia","Blakea sessiliflora","Synonym","GBIF2026; HUA2025","CHECK_fuzzy",2,0.948484848484848,1098,1096
"132","blakea subanduriformis","blakea subanduriformis","Blakea subpanduriformis","Accepted","INABIOEC","CHECK_fuzzy",2,0.985416666666667,86547,86547
"133","blakea subpanduriforme","blakea subpanduriforme","Blakea subpanduriformis","Accepted","literature2021","CHECK_fuzzy",2,0.961666666666667,86547,86547
"134","blechnum gracilipes","blechnum gracilipes","Blechnum gracile","Accepted","GBIF2026","CHECK_fuzzy",2,0.94,1122,1122
"135","blechnum herminieri","blechnum herminieri","Blechnum lherminieri","Accepted","GBIF2026","CHECK_fuzzy",2,0.96969696969697,86159,86159
"136","blechnum stipitatum","blechnum stipitatum","Blechnum stipitellatum","Accepted","GBIF2026","CHECK_fuzzy",2,0.953846153846154,78297,78297
"137","bletia purpurea","bletia purpurea","Bletia purpurata","Synonym","ATRIUM2017; CUZ2025; HUA2025; HUAP2024; INABIOEC; JimenezDA; literature2024; OAX2025; RoseroJ; SEL2021","CHECK_fuzzy",2,0.930555555555556,29423,29420
"138","bollea lawrenciana","bollea lawrenciana","Bollea lawrenceana","Synonym","SEL2021","CHECK_fuzzy",2,0.963636363636364,63194,63193
"139","bomarea densifolia","bomarea densifolia","Bomarea densiflora","Accepted","ATRIUM2017; CUZ2025","CHECK_fuzzy",2,0.937777777777778,86475,86475
"140","brachionidium andreetae","brachionidium andreetae","Brachionidium andreettae","Accepted","literature2021","CHECK_fuzzy",2,0.98,23655,23655
"141","brachionidium cruzae","brachionidium cruzae","Brachionidium cruziae","Accepted","GBIF2026","CHECK_fuzzy",2,0.971428571428571,1137,1137
"142","brachionidium pterogloussum","brachionidium pterogloussum","Brachionidium pteroglossum","Accepted","literature2021","CHECK_fuzzy",2,0.967948717948718,23710,23710
"143","brassavola cebolleta","brassavola cebolleta","Brassavola ceboletta","Accepted","SEL2021","CHECK_fuzzy",2,0.955555555555556,1144,1144
"144","brassia caudate","brassia caudate","Brassia caudata","Accepted","literature2021","CHECK_fuzzy",2,0.942857142857143,23828,23828
"145","brassia warszewiczi","brassia warszewiczi","Brassia warszewiczii","Accepted","INABIOEC","CHECK_fuzzy",2,0.983333333333333,14835,14835
"146","brocchinia acumunata","brocchinia acumunata","Brocchinia acuminata","Accepted","GUYN2008","CHECK_fuzzy",2,0.955555555555556,23944,23944
"147","bulbophyllum calamarium","bulbophyllum calamarium","Bulbophyllum calabaricum","Synonym","SEL2021","CHECK_fuzzy",2,0.943636363636364,41812,41811
"148","bulbophyllum fritillariflorum","bulbophyllum fritillariflorum","Bulbophyllum fritillariiflorum","Accepted","SEL2021","CHECK_fuzzy",2,0.988235294117647,25344,25344
"149","bulbophyllum fusco-purpureum","bulbophyllum fusco-purpureum","Bulbophyllum fuscopurpureum","Accepted","SEL2021","CHECK_fuzzy",2,0.986666666666667,25363,25363
"150","bulbophyllum neilgherensis","bulbophyllum neilgherensis","Bulbophyllum neilgherrense","Synonym","SEL2021","CHECK_fuzzy",2,0.938461538461538,27433,27431
"151","bulbophyllum tentaculigerum","bulbophyllum tentaculigerum","Bulbophyllum tentaculiferum","Accepted","SEL2021","CHECK_fuzzy",2,0.971428571428571,27528,27528
"152","bulbophyllum weddelii","bulbophyllum weddelii","Bulbophyllum weddellii","Accepted","literature2021","CHECK_fuzzy",2,0.977777777777778,14842,14842
"153","cadetia taylori","cadetia taylori","Cadetia taylorii","Synonym","SEL2021","CHECK_fuzzy",2,0.975,38303,38301
"154","campylocentrum dutraei","campylocentrum dutraei","Campylocentrum dutrae","Synonym","GBIF2026","CHECK_fuzzy",2,0.971428571428571,28088,28087
"155","campylocentrum micrantum","campylocentrum micrantum","Campylocentrum micranthum","Accepted","literature2024","CHECK_fuzzy",2,0.98,28112,28112
"156","campyloneurum amazonensis","campyloneurum amazonensis","Campyloneurum amazonense","Accepted","GBIF2026","CHECK_fuzzy",2,0.943636363636364,82148,82148
"157","campyloneurum amphostemon","campyloneurum amphostemon","Campyloneurum amphostenon","Accepted","literature2021","CHECK_fuzzy",2,0.943636363636364,1699,1699
"158","campyloneurum amphostenin","campyloneurum amphostenin","Campyloneurum amphostenon","Accepted","literature2021","CHECK_fuzzy",2,0.963636363636364,1699,1699
"159","campyloneurum chrysopodium","campyloneurum chrysopodium","Campyloneurum chrysopodum","Accepted","GBIF2026; INABIOEC","CHECK_fuzzy",2,0.983333333333333,28179,28179
"160","campyloneurum coartatum","campyloneurum coartatum","Campyloneurum coarctatum","Accepted","literature2021","CHECK_fuzzy",2,0.98,28181,28181
"161","campyloneurum ophiocaulom","campyloneurum ophiocaulom","Campyloneurum ophiocaulon","Accepted","CUZ2025","CHECK_fuzzy",2,0.963636363636364,28212,28212
"162","campyloneurum pascoensis","campyloneurum pascoensis","Campyloneurum pascoense","Accepted","literature2021","CHECK_fuzzy",2,0.937777777777778,28214,28214
"163","campyloneurum phylitidis","campyloneurum phylitidis","Campyloneurum phyllitidis var. latum","Synonym","KesslerM","CHECK_fuzzy",2,0.981818181818182,1746,1744
"164","campyloneurum phylliditis","campyloneurum phylliditis","Campyloneurum phyllitidis var. latum","Synonym","literature2021","CHECK_fuzzy",2,0.981818181818182,1746,1744
"165","campyloneurum phyllitidi","campyloneurum phyllitidi","Campyloneurum phyllitidis var. latum","Synonym","literature2021","CHECK_fuzzy",2,0.981818181818182,1746,1744
"166","campyloneurum sphenoides","campyloneurum sphenoides","Campyloneurum sphenodes","Accepted","GBIF2026","CHECK_fuzzy",2,0.98,28248,28248
"167","campyloneurum spheodes","campyloneurum spheodes","Campyloneurum sphenodes","Accepted","literature2021","CHECK_fuzzy",2,0.977777777777778,28248,28248
"168","canistropsis correiaaraujoi","canistropsis correiaaraujoi","Canistropsis correia-araujoi","Accepted","ZizkaA","CHECK_fuzzy",2,0.986666666666667,54197,54197
"169","capanemia theresiae","capanemia theresiae","Capanemia theresae","Accepted","GBIF2026","CHECK_fuzzy",2,0.977777777777778,1766,1766
"170","capanemia thereziae","capanemia thereziae","Capanemia theresae","Accepted","GBIF2026","CHECK_fuzzy",2,0.930555555555556,1766,1766
"171","caraguata berteroana","caraguata berteroana","Caraguata berteroniana","Synonym","GBIF2026","CHECK_fuzzy",2,0.946666666666667,48338,48337
"172","catasetum fimbriatun","catasetum fimbriatun","Catasetum fimbriatum","Accepted","literature2021","CHECK_fuzzy",2,0.96,28422,28422
"173","catasetum intergerrimum","catasetum intergerrimum","Catasetum integerrimum","Accepted","literature2021","CHECK_fuzzy",2,0.959615384615385,28472,28472
"174","catasetum roseoalbum","catasetum roseoalbum","Catasetum roseo-album","Accepted","GBIF2026","CHECK_fuzzy",2,0.981818181818182,86630,86630
"175","catasetum stevensoni","catasetum stevensoni","Catasetum stevensonii","Accepted","INABIOEC","CHECK_fuzzy",2,0.981818181818182,28642,28642
"176","catasetum xroseo-album","catasetum xroseo-album","Catasetum roseo-album","Accepted","AssisI","CHECK_fuzzy",2,0.972222222222222,86630,86630
"177","catopsis mooreniana","catopsis mooreniana","Catopsis morreniana","Accepted","literature2021","CHECK_fuzzy",2,0.946666666666666,28689,28689
"178","catopsis wawranea","catopsis wawranea","Catopsis wawreana","Accepted","GBIF2026; HEM2025; JimenezDA; ZizkaA","CHECK_fuzzy",2,0.9625,28738,28738
"179","cattleya luteolaa","cattleya luteolaa","Cattleya luteola","Accepted","literature2021","CHECK_fuzzy",2,0.975,29226,29226
"180","cattleya warszewiczii","cattleya warszewiczii","Cattleya warscewiczii","Accepted","GBIF2026","CHECK_fuzzy",2,0.948484848484848,29642,29642
"181","ceratostema lanigera","ceratostema lanigera","Ceratostema lanigerum","Accepted","INABIOEC","CHECK_fuzzy",2,0.930555555555556,30168,30168
"182","ceratostema macbrydiorum","ceratostema macbrydiorum","Ceratostema macbrydeorum","Accepted","GBIF2026","CHECK_fuzzy",2,0.966666666666667,30170,30170
"183","ceratostema nubigenum","ceratostema nubigenum","Ceratostema nubigena","Accepted","INABIOEC","CHECK_fuzzy",2,0.930555555555556,30174,30174
"184","chelyorchis ampliatum","chelyorchis ampliatum","Chelyorchis ampliata","Synonym","GUYN2008","CHECK_fuzzy",2,0.930555555555556,70977,70976
"185","chrysocycnis ecuadorense","chrysocycnis ecuadorense","Chrysocycnis ecuadorensis","Synonym","HUA2025; SEL2021","CHECK_fuzzy",2,0.948484848484848,12532,12531
